Tweets,Tweet Classification
 please look at this picture closely i mean so closely i mean very closely this is a well or a sad old man with a cap on his head,0
 what s your take on preachers who preach inside the bus ,0
rt god will punish who ever did this to this dog and you will see nothing but pain in your life a day will come when you think you are safe and happy and suddenly your joy will turn to ashes in your mouth and you ll know the debt is paid bastard ,0
rt english ada will come to yola igbo ada ga bia yola yoruba adamawa yola,0
 your husband and your brother are applying for a contract of 10million you are to sign for one person only who will you sign for ,0
rt with god all things are possible our leaders have taken the position of god and now so miracles oluwa seun ,0
 what is the moral of this story ,0
 see what a thief was caught stealing may god take away that thing called poverty far away from us in jesus name he s lucky he s in a good area they have beaten him well but they are waiting to hand him over to the police ,0
 we go buy you speed darlington tells naria marley s marlians,0
 my crown is for no one boborisky shades upcoming boborisky cc,0
 how many monthly data subscription do u do in a month i do 3 monthly sub in a month,1
 woman left her child with the father 9 years ago today she comes back and sues for the custody of the child and the courts decide to give the child to the mother the reaction between father and daughter is heartbreaking cc,0
 photos president muhammadu buhari and vice president yemi osinbajo san attend an appreciation dinner held in honor of the president s legal team ,1
 what do you hear about those that work in the bank ,1
rt so this happened to me this morning oando filling station on awolowo road ikoyi beside renmoney charged n50 on pos transaction he couldn t be bothered even when i threatened him with cbn regulator over to you,0
 dear nigerian lawyers oya pls i need to understand why this law ,0
 our allen roundabout is going mixed feeling ɢɪᴅɪᴛʀᴀꜰꜰɪᴄ,1
rt is high time lagos state government need to stop task force pursing okada on the high way here from oshodi down to sango they are at ile zik now firing teargas in the air,0
 so aunty wanted to hide 1somebody s gf have been casted by gucccybranch the originator of liked by glb and 106 others cc,0
 avoid jibowu to fadeyi route coming from ojuelegba stadium axis heavy traffic due to accident ɢɪᴅɪᴛʀᴀꜰꜰɪᴄ,1
 there is a fallen truck at fadeyi fully loaded with golden penny flour that has now caused a long traffic stretching all the way to stadium,1
 if you heading towards ojuelegba from eko bridge just drive underneath stadium and navigate through surulere to continue your journey it s very tight here ,1
 8 03am alert a trailer has fallen on ikorodu road fadeyi inwards maryland find alternative route ,1
 7 45am coming down from dorman long bridge into ikorodu road there s a fallen goods carrying trailer on the main carriage way traffic is being diverted onto the service lane avoid this route for now if you can if you cant then patience is a virtue,1
 breaking a reported truck fully loaded with fuel pms fell at upper iweka now and it is burning as at 3am this morning today 17th jan2020 fire service and frsc is being mobilsed to the location of the crash more details shortly ,1
 new footage showing that ian students jump off the us flag they don t want to stamp a nation s flag,0
 alert if you are going to maryland from stadium yaba find an alternative route a container carrying flour fell some minutes ago at fadeyi total blocking a large part of the main carriage way 𝔾𝕀𝔻𝕀𝕋ℝ𝔸𝔽𝔽𝕀ℂ,0
 moving traffic currently from hassan bustop inward iyana isolo along apapa oshodi express way,1
 this monkey is a serious area boy just watch this ,1
rt na so person go leave house 5am con reach house 11pm or 12am and you will still head out by 5am the morning after se na like this person go dey dey,1
 indomie generation just watch and pass older generation will remember this golden joy soap advert in the 90s,0
 interesting video of a driver in iran refusing to drive over painted flags of israel the united states the united kingdom the iranian people do not follow the mullahs propaganda refuse to disrespect other nations,0
 see stop giving your children bible names without giving them bible lessons yesterday i was robbed by abraham,0
 breaking a reported truck fully loaded with fuel pms fell at upper iweka now and it is burning as at 3am this morning today 17th jan2020 fire service and frsc is being mobilsed to the location of the crash more details shortly ,1
 slow movement on western avenue 17am truck movement ɢɪᴅɪᴛʀᴀꜰꜰɪᴄ,1
 miss bumbum tattoos messi s face on her groin messi wife blocks her on social media afterwards,0
 nurudeen olowopopo stand still mans stepped out to stretch feet phew ,1
 otedola bridge if you re going out of lagos this evening hmmmmmmm ,1
 nurudeen olowopopo stand still mans stepped out to stretch feet phew ,1
 there is still traffic at lekki inward ajah ,1
 busy traffic currently approaching volks inward iyana iba,1
 busy traffic currently from babs animashaun inward doyin,0
 leventis inward maryland currently busy traffic,1
 man sends his babe appreciation message online after successful marathon,0
 stand still traffic from mile 2 under bridge inward mile 2 oke,1
 moving traffic currently from noun to checking point,1
 moving traffic currently from olusosun inward ojota,0
 agidingbi inward radio currently high influx,1
 moving traffic currently from fatgbems filling station inward mile 2 along apapa oshodi express way ɢɪᴅɪᴛʀᴀꜰꜰɪᴄ,0
 free movement currently from oshodi alaba express along apapa oshodi express way except for slight traffic at toyota and iyana isolo ɢɪᴅɪᴛʀᴀꜰꜰɪᴄ,1
 high influx currently on ajose adeogun inward eko hotel roundabout,0
 i shot the video from my office and right now ibadan expressway to and fro is blocked please avoid it ,1
 video watch don t laff slay queens in action,0
 photos vice president yemi osinbajo san receives in audience the american ambassador to nigeria he ms mary beth leonard at the state house,1
 don t harass attack health workers ,0
 kastina united fans attacking kano pillars fans after sharing points,0
 so aunty wanted to hide 1somebody s gf have been casted by gucccybranch the originator of liked by glb and 106 others cc,0
 what s it with fire and anambra state ,1
 pls oh what kind of well is this disaster waiting to happen 𝔾𝕀𝔻𝕀𝕋ℝ𝔸𝔽𝔽𝕀ℂ,0
 a video of a police officer from lugbe trademall estate police station in abuja has been shared online with claims that he extorted money from two women following a wrongful arrest ,1
 claims that a nigerian died in iran plane crash untrue ,0
rt do you guys agree dj cuppy says purewater sweet pass ,0
 2 20pm alert there was a petrol tanker that tumbled along village before lasu gate n it s filled with fuel so all forces are there diverting people to go through bush,0
 a video of a police officer from lugbe trademall estate police station in abuja has been shared online with claims that he extorted money from two women following a wrongful arrest ,1
 ahmed musa super eagles star is spending n1 billion 2 759 million on scholarships for 100 students at skyline university with n2 5 million per student he built a n500 million 1 379m sports complex for his people in kano gives food to prisoners and kids,0
